id,translate,translate_description,source
7901,application deadline,period during which applications are possible,AI
7902,hospitality,providing guests with food and drink,AI
7903,recipient,person who receives something,AI
7904,bee,hairy flying insect of the order Hymenoptera,AI
7905,beer bottle,bottle for storing beer,AI
7906,beer tent,tent at festivals where beer is served,AI
7907,visual language,effect produced by an artist's images,AI
7908,approval,approving attitude; consent,AI
7909,bandage,narrow woven or cut strip of fabric,AI
7910,biologist,scientist who studies living nature,AI
7911,right to stay,right to remain in a place,AI
7912,blizzard,severe snowstorm,AI
7913,Blocher,surname,AI
7914,blouse,"light upper garment, especially for women",AI
7915,bloodbath,brutal killing of many people,AI
7916,bleeding,escape of blood from the vascular system,AI
7917,receipt,payment slip from a cash register,AI
7918,bora,"dry, cold, gusty wind on the eastern Adriatic coast",AI
7919,brothel,building where sexual services are offered for payment,AI
7920,Bosporus,strait between the Black Sea and the Sea of Marmara,AI
7921,boutique,"small shop, especially for fashion",AI
7922,firewood,wood burned for heating or cooking,AI
7923,breach,gap in a defensive structure created by attackers,AI
7924,Brittany,region in France,AI
7925,breeze,light wind,AI
7926,book author,author of a book,AI
7927,book trade,trade in books,AI
7928,budget deficit,shortfall in the budget,AI
7929,Federal Labour Court,highest court for labor law cases in Germany,AI
7930,federal average,average value in the federal territory,AI
7931,federal law,law passed by a federal parliament,AI
7932,federal health minister,head of health at federal level,AI
7933,federal parliament building,parliament building at federal level,AI
7934,federal party,party at federal level,AI
7935,Federal Cross of Merit,award granted by the federal president,AI
7936,federal economics minister,head of the economics ministry,AI
7937,bureau,office or business premises,AI
7938,cape,"light sleeveless cloak, often waist length",AI
7939,chairman,chairman,AI
7940,charter,charter,AI
7941,chief conductor,lead conductor of an orchestra,AI
7942,boss's chair,chair belonging to the company head,AI
7943,chemist,trained specialist in chemistry,AI
7944,Chinese woman,female citizen of China,AI
7945,surgeon,specialist for operative treatment,AI
7946,cholesterol,"lipid, component of animal cell membranes",AI
7947,cop,member of the U.S. police,AI
7948,roofer,"craftsman who builds, covers, seals, and insulates roofs and installs roof windows or solar panels",AI
7949,umbrella organization,organization consisting of several related sub-organizations,AI
7950,badger,mammal with gray fur and white-black head pattern; the European badger,AI
7951,steam locomotive,abbreviation of steam locomotive,AI
7952,data exchange,mutual transmission of data between systems,AI
7953,data processing,targeted transformation of large data sets by people or machines,AI
7954,dent,depression caused by mechanical impact,AI
7955,democratization,implementation of democratic principles,AI
7956,reminder,"memory aid, reminder",AI
7957,disinterest,lack of interest,AI
7958,foreign exchange market,market for foreign currencies,AI
7959,diabetic,person with diabetes,AI
7960,deacon,person holding a clerical office below priest,AI
7961,service union,union in the service sector,AI
7962,working hours,time of day when work is done,AI
7963,differentiation,fine distinction of something in detail,AI
7964,diploma,certificate honoring certain achievements,AI
7965,direct candidate,person elected directly in a constituency,AI
7966,disposition,free disposal,AI
7967,distribution,distribution of goods,AI
7968,disciplinary proceedings,procedure to examine and sanction misconduct,AI
7969,diva,woman famous for exceptional talent,AI
7970,dock,basin or floating structure for drying ships,AI
7971,doctoral title,academic degree awarded after doctoral examination,AI
7972,doping,use of prohibited substances to enhance performance,AI
7973,double victory,two consecutive wins,AI
7974,double room,room for two people,AI
7975,village festival,large festive event for villagers,AI
7976,village center,central part of a village,AI
7977,dramaturgy,science of the laws of drama and its staging,AI
7978,three quarters of an hour,period of 45 minutes,AI
7979,dual,inflectional category used for exactly two,AI
7980,duke,duke (English),AI
7981,haze,fine mist,AI
7982,march through,almost unhindered march through a territory,AI
7983,dynasty,family from which a line of rulers emerged,AI
7984,ebb,period of falling tide,AI
7985,efficiency increase,increase in efficiency,AI
7986,own needs,need for oneself,AI
7987,own contribution,own performance or contribution,AI
7988,shopping market,market for shopping,AI
7989,area of operation,area where tasks are carried out,AI
7990,uniqueness,quality of being unique,AI
7991,drainage basin,area from which a river receives water,AI
7992,ice rink,ice-covered area for skating,AI
7993,iron ore,rock or mineral mixture containing iron,AI
7994,ulna,one of the two forearm bones,AI
7995,enamel,colored enamel coating on metal,AI
7996,sensitivity,quality of being easily affected,AI
7997,remuneration,payment for work performed,AI
7998,expert opinion,expert report or statement,AI
7999,success record,record of successes,AI
8000,Eritrea,state in East Africa,AI
